"","subject","activity","measurement","average"
"2936",7,"walking upstairs","tBodyAccJerk-mean()-X",0.0724649938509804
"2937",7,"walking upstairs","tBodyAccJerk-mean()-Y",-0.000812387078431372
"2938",7,"walking upstairs","tBodyAccJerk-mean()-Z",-7.4519666666666e-05
"2939",7,"walking upstairs","tBodyAccJerk-std()-X",-0.415153115882353
"2940",7,"walking upstairs","tBodyAccJerk-std()-Y",-0.519897595686274
"2941",7,"walking upstairs","tBodyAccJerk-std()-Z",-0.60780843627451
"2942",7,"walking upstairs","tBodyGyro-mean()-X",-0.138778108029412
"2943",7,"walking upstairs","tBodyGyro-mean()-Y",-0.00247161973
"2944",7,"walking upstairs","tBodyGyro-mean()-Z",0.139217071509804
"2945",7,"walking upstairs","tBodyGyro-std()-X",-0.363853236862745
"2946",7,"walking upstairs","tBodyGyro-std()-Y",-0.572996820784314
"2947",7,"walking upstairs","tBodyGyro-std()-Z",-0.348980051411765
"2948",7,"walking upstairs","tBodyGyroJerk-mean()-X",-0.0856640866647059
"2949",7,"walking upstairs","tBodyGyroJerk-mean()-Y",-0.0482219105196078
"2950",7,"walking upstairs","tBodyGyroJerk-mean()-Z",-0.072451747827451
"2951",7,"walking upstairs","tBodyGyroJerk-std()-X",-0.616812659215686
"2952",7,"walking upstairs","tBodyGyroJerk-std()-Y",-0.671243739607843
"2953",7,"walking upstairs","tBodyGyroJerk-std()-Z",-0.682184175686275
"2954",7,"walking upstairs","tBodyAccMag-mean()",-0.198074437978431
"2955",7,"walking upstairs","tBodyAccMag-std()",-0.33474460745098
"2956",7,"walking upstairs","tGravityAccMag-mean()",-0.198074437978431
"2957",7,"walking upstairs","tGravityAccMag-std()",-0.33474460745098
"2958",7,"walking upstairs","tBodyAccJerkMag-mean()",-0.458695232352941
"2959",7,"walking upstairs","tBodyAccJerkMag-std()",-0.471265710980392
"2960",7,"walking upstairs","tBodyGyroMag-mean()",-0.239099165627451
"2961",7,"walking upstairs","tBodyGyroMag-std()",-0.418144852156863
"2962",7,"walking upstairs","tBodyGyroJerkMag-mean()",-0.661969771960784
"2963",7,"walking upstairs","tBodyGyroJerkMag-std()",-0.67642807254902
"2964",7,"walking upstairs","fBodyAcc-mean()-X",-0.336199426470588
"2965",7,"walking upstairs","fBodyAcc-mean()-Y",-0.381590523137255
"2966",7,"walking upstairs","fBodyAcc-mean()-Z",-0.317461021372549
"2967",7,"walking upstairs","fBodyAcc-std()-X",-0.279870086215686
"2968",7,"walking upstairs","fBodyAcc-std()-Y",-0.341025552941176
"2969",7,"walking upstairs","fBodyAcc-std()-Z",-0.124912269443137
"2970",7,"walking upstairs","fBodyAcc-meanFreq()-X",-0.432684590196078
"2971",7,"walking upstairs","fBodyAcc-meanFreq()-Y",-0.135079176790196
"2972",7,"walking upstairs","fBodyAcc-meanFreq()-Z",-0.273730521360588
"2973",7,"walking upstairs","fBodyAccJerk-mean()-X",-0.454647881960784
"2974",7,"walking upstairs","fBodyAccJerk-mean()-Y",-0.53707567
"2975",7,"walking upstairs","fBodyAccJerk-mean()-Z",-0.581764526862745
"2976",7,"walking upstairs","fBodyAccJerk-std()-X",-0.426974025686275
"2977",7,"walking upstairs","fBodyAccJerk-std()-Y",-0.53419130254902
"2978",7,"walking upstairs","fBodyAccJerk-std()-Z",-0.631919608823529
"2979",7,"walking upstairs","fBodyAccJerk-meanFreq()-X",-0.391182549629412
"2980",7,"walking upstairs","fBodyAccJerk-meanFreq()-Y",-0.425313822294118
"2981",7,"walking upstairs","fBodyAccJerk-meanFreq()-Z",-0.62755547372549
"2982",7,"walking upstairs","fBodyGyro-mean()-X",-0.383889342745098
"2983",7,"walking upstairs","fBodyGyro-mean()-Y",-0.567920266470588
"2984",7,"walking upstairs","fBodyGyro-mean()-Z",-0.408150266666667
"2985",7,"walking upstairs","fBodyGyro-std()-X",-0.368636961470588
"2986",7,"walking upstairs","fBodyGyro-std()-Y",-0.579964614705882
"2987",7,"walking upstairs","fBodyGyro-std()-Z",-0.393062890647059
"2988",7,"walking upstairs","fBodyGyro-meanFreq()-X",-0.329345936647059
"2989",7,"walking upstairs","fBodyGyro-meanFreq()-Y",-0.0541175360431373
"2990",7,"walking upstairs","fBodyGyro-meanFreq()-Z",-0.346105575254902
"2991",7,"walking upstairs","fBodyAccMag-mean()",-0.378618761568627
"2992",7,"walking upstairs","fBodyAccMag-std()",-0.415307106666667
"2993",7,"walking upstairs","fBodyAccMag-meanFreq()",-0.0892278153411765
"2994",7,"walking upstairs","fBodyBodyAccJerkMag-mean()",-0.45478324745098
"2995",7,"walking upstairs","fBodyBodyAccJerkMag-std()",-0.497441363137255
"2996",7,"walking upstairs","fBodyBodyAccJerkMag-meanFreq()",0.0458636458607843
"2997",7,"walking upstairs","fBodyBodyGyroMag-mean()",-0.533982945882353
"2998",7,"walking upstairs","fBodyBodyGyroMag-std()",-0.444994481882353
"2999",7,"walking upstairs","fBodyBodyGyroMag-meanFreq()",-0.165200896648451
"3000",7,"walking upstairs","fBodyBodyGyroJerkMag-mean()",-0.673327281960784
"3001",7,"walking upstairs","fBodyBodyGyroJerkMag-std()",-0.704090967843137
"3002",7,"walking upstairs","fBodyBodyGyroJerkMag-meanFreq()",0.047334927254902
"3003",7,"walking downstairs","tBodyAcc-mean()-X",0.28030708
"3004",7,"walking downstairs","tBodyAcc-mean()-Y",-0.0166332372978723
"3005",7,"walking downstairs","tBodyAcc-mean()-Z",-0.096938308587234
"3006",7,"walking downstairs","tBodyAcc-std()-X",0.0660815600978723
"3007",7,"walking downstairs","tBodyAcc-std()-Y",-0.138179072734043
"3008",7,"walking downstairs","tBodyAcc-std()-Z",-0.0636402447755319
"3009",7,"walking downstairs","tGravityAcc-mean()-X",0.930623632765957
"3010",7,"walking downstairs","tGravityAcc-mean()-Y",-0.12987167306383
"3011",7,"walking downstairs","tGravityAcc-mean()-Z",-0.154935538544681
"3012",7,"walking downstairs","tGravityAcc-std()-X",-0.964875962978723
"3013",7,"walking downstairs","tGravityAcc-std()-Y",-0.952678693617021
"3014",7,"walking downstairs","tGravityAcc-std()-Z",-0.92875646893617
"3015",7,"walking downstairs","tBodyAccJerk-mean()-X",0.0968926184638298
"3016",7,"walking downstairs","tBodyAccJerk-mean()-Y",-0.0191061075170213
"3017",7,"walking downstairs","tBodyAccJerk-mean()-Z",-0.0160390392510638
"3018",7,"walking downstairs","tBodyAccJerk-std()-X",0.0285033927287234
"3019",7,"walking downstairs","tBodyAccJerk-std()-Y",-0.296279674759574
"3020",7,"walking downstairs","tBodyAccJerk-std()-Z",-0.347107758021277
"3021",7,"walking downstairs","tBodyGyro-mean()-X",-0.105409612961702
"3022",7,"walking downstairs","tBodyGyro-mean()-Y",-0.049717460606383
"3023",7,"walking downstairs","tBodyGyro-mean()-Z",0.116894769042766
"3024",7,"walking downstairs","tBodyGyro-std()-X",-0.407744096
"3025",7,"walking downstairs","tBodyGyro-std()-Y",-0.29262613606383
"3026",7,"walking downstairs","tBodyGyro-std()-Z",-0.401051415531915
"3027",7,"walking downstairs","tBodyGyroJerk-mean()-X",-0.0597273512680851
"3028",7,"walking downstairs","tBodyGyroJerk-mean()-Y",-0.0381904275744681
"3029",7,"walking downstairs","tBodyGyroJerk-mean()-Z",-0.0789469342553192
"3030",7,"walking downstairs","tBodyGyroJerk-std()-X",-0.510731018297872
"3031",7,"walking downstairs","tBodyGyroJerk-std()-Y",-0.299520205208511
"3032",7,"walking downstairs","tBodyGyroJerk-std()-Z",-0.425200371553192
"3033",7,"walking downstairs","tBodyAccMag-mean()",0.0198795285851064
"3034",7,"walking downstairs","tBodyAccMag-std()",0.214544028088723
"3035",7,"walking downstairs","tGravityAccMag-mean()",0.0198795285851064
"3036",7,"walking downstairs","tGravityAccMag-std()",0.214544028088723
"3037",7,"walking downstairs","tBodyAccJerkMag-mean()",-0.170319619372979
"3038",7,"walking downstairs","tBodyAccJerkMag-std()",0.0901836280510638
"3039",7,"walking downstairs","tBodyGyroMag-mean()",-0.18874081887234
"3040",7,"walking downstairs","tBodyGyroMag-std()",-0.259751603446809
"3041",7,"walking downstairs","tBodyGyroJerkMag-mean()",-0.399229959148936
"3042",7,"walking downstairs","tBodyGyroJerkMag-std()",-0.29477867693617
"3043",7,"walking downstairs","fBodyAcc-mean()-X",0.0443428315319149
"3044",7,"walking downstairs","fBodyAcc-mean()-Y",-0.145302311446808
"3045",7,"walking downstairs","fBodyAcc-mean()-Z",-0.139216222106383
"3046",7,"walking downstairs","fBodyAcc-std()-X",0.0730110797851064
"3047",7,"walking downstairs","fBodyAcc-std()-Y",-0.190187141297872
"3048",7,"walking downstairs","fBodyAcc-std()-Z",-0.100121492529787
"3049",7,"walking downstairs","fBodyAcc-meanFreq()-X",-0.365650549446809
"3050",7,"walking downstairs","fBodyAcc-meanFreq()-Y",-0.0314736615829787
"3051",7,"walking downstairs","fBodyAcc-meanFreq()-Z",0.0824424244404255
"3052",7,"walking downstairs","fBodyAccJerk-mean()-X",-0.0305226686191489
"3053",7,"walking downstairs","fBodyAccJerk-mean()-Y",-0.316236510319149
"3054",7,"walking downstairs","fBodyAccJerk-mean()-Z",-0.296494902765957
"3055",7,"walking downstairs","fBodyAccJerk-std()-X",-0.00426289144680851
"3056",7,"walking downstairs","fBodyAccJerk-std()-Y",-0.324378560319149
"3057",7,"walking downstairs","fBodyAccJerk-std()-Z",-0.397774503468085
"3058",7,"walking downstairs","fBodyAccJerk-meanFreq()-X",-0.333627288978723
"3059",7,"walking downstairs","fBodyAccJerk-meanFreq()-Y",-0.414196284085106
"3060",7,"walking downstairs","fBodyAccJerk-meanFreq()-Z",-0.382024151510638
"3061",7,"walking downstairs","fBodyGyro-mean()-X",-0.33930147
"3062",7,"walking downstairs","fBodyGyro-mean()-Y",-0.21444307293617
"3063",7,"walking downstairs","fBodyGyro-mean()-Z",-0.299600267680851
"3064",7,"walking downstairs","fBodyGyro-std()-X",-0.432730974446809
"3065",7,"walking downstairs","fBodyGyro-std()-Y",-0.351717743191489
"3066",7,"walking downstairs","fBodyGyro-std()-Z",-0.495120053191489
"3067",7,"walking downstairs","fBodyGyro-meanFreq()-X",-0.219867702034043
"3068",7,"walking downstairs","fBodyGyro-meanFreq()-Y",0.20056627145234
"3069",7,"walking downstairs","fBodyGyro-meanFreq()-Z",0.0076371946
"3070",7,"walking downstairs","fBodyAccMag-mean()",0.218911066191489
"3071",7,"walking downstairs","fBodyAccMag-std()",0.0214440976893617
"3072",7,"walking downstairs","fBodyAccMag-meanFreq()",0.00380298110638298
"3073",7,"walking downstairs","fBodyBodyAccJerkMag-mean()",0.067389886106383
"3074",7,"walking downstairs","fBodyBodyAccJerkMag-std()",0.107856840302128
"3075",7,"walking downstairs","fBodyBodyAccJerkMag-meanFreq()",-0.0373844402161702
"3076",7,"walking downstairs","fBodyBodyGyroMag-mean()",-0.255045057404255
"3077",7,"walking downstairs","fBodyBodyGyroMag-std()",-0.396909651702128
"3078",7,"walking downstairs","fBodyBodyGyroMag-meanFreq()",0.235200926489362
"3079",7,"walking downstairs","fBodyBodyGyroJerkMag-mean()",-0.289096677191489
"3080",7,"walking downstairs","fBodyBodyGyroJerkMag-std()",-0.353544695678723
"3081",7,"walking downstairs","fBodyBodyGyroJerkMag-meanFreq()",0.0819463659585106
"3082",7,"sitting","tBodyAcc-mean()-X",0.284674637291667
"3083",7,"sitting","tBodyAcc-mean()-Y",-0.01461097580375
"3084",7,"sitting","tBodyAcc-mean()-Z",-0.122464597625
"3085",7,"sitting","tBodyAcc-std()-X",-0.972668374583333
"3086",7,"sitting","tBodyAcc-std()-Y",-0.909454698541667
"3087",7,"sitting","tBodyAcc-std()-Z",-0.8565329414375
"3088",7,"sitting","tGravityAcc-mean()-X",0.969147824375
"3089",7,"sitting","tGravityAcc-mean()-Y",0.00608846646041667
"3090",7,"sitting","tGravityAcc-mean()-Z",0.0649636250354167
"3091",7,"sitting","tGravityAcc-std()-X",-0.957082433333333
"3092",7,"sitting","tGravityAcc-std()-Y",-0.945436264583333
"3093",7,"sitting","tGravityAcc-std()-Z",-0.868602535416667
"3094",7,"sitting","tBodyAccJerk-mean()-X",0.0668519793125
"3095",7,"sitting","tBodyAccJerk-mean()-Y",0.0116863419310417
"3096",7,"sitting","tBodyAccJerk-mean()-Z",0.0162004141964583
"3097",7,"sitting","tBodyAccJerk-std()-X",-0.982158098125
"3098",7,"sitting","tBodyAccJerk-std()-Y",-0.969458676458333
"3099",7,"sitting","tBodyAccJerk-std()-Z",-0.972256472708333
"3100",7,"sitting","tBodyGyro-mean()-X",-0.04963797197125
"3101",7,"sitting","tBodyGyro-mean()-Y",-0.03361196465625
"3102",7,"sitting","tBodyGyro-mean()-Z",0.0259476655145833
"3103",7,"sitting","tBodyGyro-std()-X",-0.941870953333333
"3104",7,"sitting","tBodyGyro-std()-Y",-0.944124336458333
"3105",7,"sitting","tBodyGyro-std()-Z",-0.937021208541667
"3106",7,"sitting","tBodyGyroJerk-mean()-X",-0.0938155625083333
"3107",7,"sitting","tBodyGyroJerk-mean()-Y",-0.0396444885
"3108",7,"sitting","tBodyGyroJerk-mean()-Z",-0.0454566269166667
"3109",7,"sitting","tBodyGyroJerk-std()-X",-0.974369045625
"3110",7,"sitting","tBodyGyroJerk-std()-Y",-0.981024680625
"3111",7,"sitting","tBodyGyroJerk-std()-Z",-0.980954665416667
"3112",7,"sitting","tBodyAccMag-mean()",-0.918432107083333
"3113",7,"sitting","tBodyAccMag-std()",-0.881957619770833
"3114",7,"sitting","tGravityAccMag-mean()",-0.918432107083333
"3115",7,"sitting","tGravityAccMag-std()",-0.881957619770833
"3116",7,"sitting","tBodyAccJerkMag-mean()",-0.976559676458333
"3117",7,"sitting","tBodyAccJerkMag-std()",-0.970243274166667
"3118",7,"sitting","tBodyGyroMag-mean()",-0.897870535
"3119",7,"sitting","tBodyGyroMag-std()",-0.898063314375
"3120",7,"sitting","tBodyGyroJerkMag-mean()",-0.981665122291667
"3121",7,"sitting","tBodyGyroJerkMag-std()",-0.976214430208333
"3122",7,"sitting","fBodyAcc-mean()-X",-0.972697126875
"3123",7,"sitting","fBodyAcc-mean()-Y",-0.93149063375
"3124",7,"sitting","fBodyAcc-mean()-Z",-0.904675337916667
"3125",7,"sitting","fBodyAcc-std()-X",-0.972879966041667
"3126",7,"sitting","fBodyAcc-std()-Y",-0.904629195833333
"3127",7,"sitting","fBodyAcc-std()-Z",-0.844083052916667
"3128",7,"sitting","fBodyAcc-meanFreq()-X",-0.0334312226625
"3129",7,"sitting","fBodyAcc-meanFreq()-Y",0.0147166711666667
"3130",7,"sitting","fBodyAcc-meanFreq()-Z",-0.1017660835625
"3131",7,"sitting","fBodyAccJerk-mean()-X",-0.982037243958333
"3132",7,"sitting","fBodyAccJerk-mean()-Y",-0.969423612916667
"3133",7,"sitting","fBodyAccJerk-mean()-Z",-0.968503504791667
"3134",7,"sitting","fBodyAccJerk-std()-X",-0.984026344375
"3135",7,"sitting","fBodyAccJerk-std()-Y",-0.971814980208333
"3136",7,"sitting","fBodyAccJerk-std()-Z",-0.974699194375
"3137",7,"sitting","fBodyAccJerk-meanFreq()-X",0.180132581508333
"3138",7,"sitting","fBodyAccJerk-meanFreq()-Y",-0.0815021323520833
"3139",7,"sitting","fBodyAccJerk-meanFreq()-Z",-0.0857527580416667
"3140",7,"sitting","fBodyGyro-mean()-X",-0.9436317575
"3141",7,"sitting","fBodyGyro-mean()-Y",-0.956678065
"3142",7,"sitting","fBodyGyro-mean()-Z",-0.9474199325
"3143",7,"sitting","fBodyGyro-std()-X",-0.9427264225
"3144",7,"sitting","fBodyGyro-std()-Y",-0.93824472
"3145",7,"sitting","fBodyGyro-std()-Z",-0.939826018125
"3146",7,"sitting","fBodyGyro-meanFreq()-X",-0.071630230475
"3147",7,"sitting","fBodyGyro-meanFreq()-Y",-0.308762329160625
"3148",7,"sitting","fBodyGyro-meanFreq()-Z",-0.0187739586583333
"3149",7,"sitting","fBodyAccMag-mean()",-0.90895677625
"3150",7,"sitting","fBodyAccMag-std()",-0.88691563825
"3151",7,"sitting","fBodyAccMag-meanFreq()",-0.0112330111875
"3152",7,"sitting","fBodyBodyAccJerkMag-mean()",-0.970954184166667
"3153",7,"sitting","fBodyBodyAccJerkMag-std()",-0.9684948675
"3154",7,"sitting","fBodyBodyAccJerkMag-meanFreq()",0.18122972525
"3155",7,"sitting","fBodyBodyGyroMag-mean()",-0.933081955208333
"3156",7,"sitting","fBodyBodyGyroMag-std()",-0.895804978125
"3157",7,"sitting","fBodyBodyGyroMag-meanFreq()",-0.142830891383333
"3158",7,"sitting","fBodyBodyGyroJerkMag-mean()",-0.978634991458333
"3159",7,"sitting","fBodyBodyGyroJerkMag-std()",-0.97496593875
"3160",7,"sitting","fBodyBodyGyroJerkMag-meanFreq()",0.0553638918958333
"3161",7,"standing","tBodyAcc-mean()-X",0.282723539433962
"3162",7,"standing","tBodyAcc-mean()-Y",-0.0145740341037736
"3163",7,"standing","tBodyAcc-mean()-Z",-0.0997778303207547
"3164",7,"standing","tBodyAcc-std()-X",-0.979307570377358
"3165",7,"standing","tBodyAcc-std()-Y",-0.923400921886792
"3166",7,"standing","tBodyAcc-std()-Z",-0.917064168490566
"3167",7,"standing","tGravityAcc-mean()-X",0.958728687924528
"3168",7,"standing","tGravityAcc-mean()-Y",-0.117607048924528
"3169",7,"standing","tGravityAcc-mean()-Z",-0.0516573721320755
"3170",7,"standing","tGravityAcc-std()-X",-0.987917503962264
"3171",7,"standing","tGravityAcc-std()-Y",-0.966162998679245
"3172",7,"standing","tGravityAcc-std()-Z",-0.939161014716981
"3173",7,"standing","tBodyAccJerk-mean()-X",0.0751915112830189
"3174",7,"standing","tBodyAccJerk-mean()-Y",0.00694700354075472
"3175",7,"standing","tBodyAccJerk-mean()-Z",-0.0108420294035849
"3176",7,"standing","tBodyAccJerk-std()-X",-0.976403544716981
"3177",7,"standing","tBodyAccJerk-std()-Y",-0.965810609622642
"3178",7,"standing","tBodyAccJerk-std()-Z",-0.972060053207547
"3179",7,"standing","tBodyGyro-mean()-X",-0.0291582212545283
"3180",7,"standing","tBodyGyro-mean()-Y",-0.0774336443396226
"3181",7,"standing","tBodyGyro-mean()-Z",0.0851045000566038
"3182",7,"standing","tBodyGyro-std()-X",-0.945247687358491
"3183",7,"standing","tBodyGyro-std()-Y",-0.949646946792453
"3184",7,"standing","tBodyGyro-std()-Z",-0.951630777358491
"3185",7,"standing","tBodyGyroJerk-mean()-X",-0.0901539662169811
"3186",7,"standing","tBodyGyroJerk-mean()-Y",-0.0412797611886792
"3187",7,"standing","tBodyGyroJerk-mean()-Z",-0.0545390015471698
"3188",7,"standing","tBodyGyroJerk-std()-X",-0.96598339754717
"3189",7,"standing","tBodyGyroJerk-std()-Y",-0.976837757358491
"3190",7,"standing","tBodyGyroJerk-std()-Z",-0.978166790943396
"3191",7,"standing","tBodyAccMag-mean()",-0.942724659245283
"3192",7,"standing","tBodyAccMag-std()",-0.933590156792453
"3193",7,"standing","tGravityAccMag-mean()",-0.942724659245283
"3194",7,"standing","tGravityAccMag-std()",-0.933590156792453
"3195",7,"standing","tBodyAccJerkMag-mean()",-0.973381306226415
"3196",7,"standing","tBodyAccJerkMag-std()",-0.968566356037736
"3197",7,"standing","tBodyGyroMag-mean()",-0.943425564528302
"3198",7,"standing","tBodyGyroMag-std()",-0.918438958867924
"3199",7,"standing","tBodyGyroJerkMag-mean()",-0.977377083018868
"3200",7,"standing","tBodyGyroJerkMag-std()",-0.97210793
"3201",7,"standing","fBodyAcc-mean()-X",-0.976681834339623
"3202",7,"standing","fBodyAcc-mean()-Y",-0.941883783773585
"3203",7,"standing","fBodyAcc-mean()-Z",-0.938550519811321
"3204",7,"standing","fBodyAcc-std()-X",-0.980541336037736
"3205",7,"standing","fBodyAcc-std()-Y",-0.919118753018868
"3206",7,"standing","fBodyAcc-std()-Z",-0.912358813773585
"3207",7,"standing","fBodyAcc-meanFreq()-X",-0.079704728245283
"3208",7,"standing","fBodyAcc-meanFreq()-Y",-0.159730059003774
"3209",7,"standing","fBodyAcc-meanFreq()-Z",0.00098894010754717
"3210",7,"standing","fBodyAccJerk-mean()-X",-0.976323086226415
"3211",7,"standing","fBodyAccJerk-mean()-Y",-0.967165093018868
"3212",7,"standing","fBodyAccJerk-mean()-Z",-0.968229643018868
"3213",7,"standing","fBodyAccJerk-std()-X",-0.978729082830189
"3214",7,"standing","fBodyAccJerk-std()-Y",-0.966850290188679
"3215",7,"standing","fBodyAccJerk-std()-Z",-0.974533710754717
"3216",7,"standing","fBodyAccJerk-meanFreq()-X",0.098774853689
"3217",7,"standing","fBodyAccJerk-meanFreq()-Y",-0.188479735466038
"3218",7,"standing","fBodyAccJerk-meanFreq()-Z",-0.0891602062907547
"3219",7,"standing","fBodyGyro-mean()-X",-0.938121637735849
"3220",7,"standing","fBodyGyro-mean()-Y",-0.957548671320755
"3221",7,"standing","fBodyGyro-mean()-Z",-0.957165056226415
"3222",7,"standing","fBodyGyro-std()-X",-0.947891986226415
"3223",7,"standing","fBodyGyro-std()-Y",-0.945818157735849
"3224",7,"standing","fBodyGyro-std()-Z",-0.954339406415094
"3225",7,"standing","fBodyGyro-meanFreq()-X",-0.188057605981132
"3226",7,"standing","fBodyGyro-meanFreq()-Y",-0.298448698150943
"3227",7,"standing","fBodyGyro-meanFreq()-Z",-0.188116628033962
"3228",7,"standing","fBodyAccMag-mean()",-0.945611450377358
"3229",7,"standing","fBodyAccMag-std()",-0.93728796509434
"3230",7,"standing","fBodyAccMag-meanFreq()",-0.0288451773293208
"3231",7,"standing","fBodyBodyAccJerkMag-mean()",-0.967417888301887
"3232",7,"standing","fBodyBodyAccJerkMag-std()",-0.969092161886792
"3233",7,"standing","fBodyBodyAccJerkMag-meanFreq()",0.256759439860377
"3234",7,"standing","fBodyBodyGyroMag-mean()",-0.93870498490566
"3235",7,"standing","fBodyBodyGyroMag-std()",-0.919848139056604
"3236",7,"standing","fBodyBodyGyroMag-meanFreq()",-0.187181670020755
"3237",7,"standing","fBodyBodyGyroJerkMag-mean()",-0.973671168679245
"3238",7,"standing","fBodyBodyGyroJerkMag-std()",-0.971899418301887
"3239",7,"standing","fBodyBodyGyroJerkMag-meanFreq()",0.0954707400377358
"3240",7,"laying","tBodyAcc-mean()-X",0.250176694038462
"3241",7,"laying","tBodyAcc-mean()-Y",-0.0204411516884615
"3242",7,"laying","tBodyAcc-mean()-Z",-0.101361036576923
"3243",7,"laying","tBodyAcc-std()-X",-0.93651361
"3244",7,"laying","tBodyAcc-std()-Y",-0.926262668653846
"3245",7,"laying","tBodyAcc-std()-Z",-0.952978365961539
"3246",7,"laying","tGravityAcc-mean()-X",-0.502814250576923
"3247",7,"laying","tGravityAcc-mean()-Y",0.393444278076923
"3248",7,"laying","tGravityAcc-mean()-Z",0.907537823461538
"3249",7,"laying","tGravityAcc-std()-X",-0.914221270096154
"3250",7,"laying","tGravityAcc-std()-Y",-0.955543549230769
"3251",7,"laying","tGravityAcc-std()-Z",-0.961908984423077
"3252",7,"laying","tBodyAccJerk-mean()-X",0.0968904018076923
"3253",7,"laying","tBodyAccJerk-mean()-Y",0.0250624183634615
"3254",7,"laying","tBodyAccJerk-mean()-Z",-0.0131653918205769
"3255",7,"laying","tBodyAccJerk-std()-X",-0.980977756153846
"3256",7,"laying","tBodyAccJerk-std()-Y",-0.973093160192308
"3257",7,"laying","tBodyAccJerk-std()-Z",-0.972983064230769
"3258",7,"laying","tBodyGyro-mean()-X",-0.00282641913096154
"3259",7,"laying","tBodyGyro-mean()-Y",-0.133605695057692
"3260",7,"laying","tBodyGyro-mean()-Z",0.155920029769231
"3261",7,"laying","tBodyGyro-std()-X",-0.9601268225
"3262",7,"laying","tBodyGyro-std()-Y",-0.945071935384615
"3263",7,"laying","tBodyGyro-std()-Z",-0.955294890576923
"3264",7,"laying","tBodyGyroJerk-mean()-X",-0.105944243484615
"3265",7,"laying","tBodyGyroJerk-mean()-Y",-0.0358897425826923
"3266",7,"laying","tBodyGyroJerk-mean()-Z",-0.0671901794615385
"3267",7,"laying","tBodyGyroJerk-std()-X",-0.9738372325
"3268",7,"laying","tBodyGyroJerk-std()-Y",-0.976483727307692
"3269",7,"laying","tBodyGyroJerk-std()-Z",-0.988871878269231
"3270",7,"laying","tBodyAccMag-mean()",-0.936392023846154
"3271",7,"laying","tBodyAccMag-std()",-0.907039513153846
"3272",7,"laying","tGravityAccMag-mean()",-0.936392023846154
"3273",7,"laying","tGravityAccMag-std()",-0.907039513153846
"3274",7,"laying","tBodyAccJerkMag-mean()",-0.980127239615385
"3275",7,"laying","tBodyAccJerkMag-std()",-0.967310932307692
"3276",7,"laying","tBodyGyroMag-mean()",-0.915793634807692
"3277",7,"laying","tBodyGyroMag-std()",-0.918662459038462
"3278",7,"laying","tBodyGyroJerkMag-mean()",-0.983008829038462
"3279",7,"laying","tBodyGyroJerkMag-std()",-0.971205137884615
"3280",7,"laying","fBodyAcc-mean()-X",-0.953424245576923
"3281",7,"laying","fBodyAcc-mean()-Y",-0.942193953846154
"3282",7,"laying","fBodyAcc-mean()-Z",-0.958611644615385
"3283",7,"laying","fBodyAcc-std()-X",-0.931120580576923
"3284",7,"laying","fBodyAcc-std()-Y",-0.922917902307692
"3285",7,"laying","fBodyAcc-std()-Z",-0.953380646346154
"3286",7,"laying","fBodyAcc-meanFreq()-X",-0.635913046346154
"3287",7,"laying","fBodyAcc-meanFreq()-Y",-0.0438292665807692
"3288",7,"laying","fBodyAcc-meanFreq()-Z",0.237111987323077
"3289",7,"laying","fBodyAccJerk-mean()-X",-0.980393046923077
"3290",7,"laying","fBodyAccJerk-mean()-Y",-0.972531648846154
"3291",7,"laying","fBodyAccJerk-mean()-Z",-0.969524977692308
"3292",7,"laying","fBodyAccJerk-std()-X",-0.983560175384615
"3293",7,"laying","fBodyAccJerk-std()-Y",-0.975886145
"3294",7,"laying","fBodyAccJerk-std()-Z",-0.975072995192308
"3295",7,"laying","fBodyAccJerk-meanFreq()-X",0.0207159202961538
"3296",7,"laying","fBodyAccJerk-meanFreq()-Y",-0.0451342616019231
"3297",7,"laying","fBodyAccJerk-meanFreq()-Z",0.0945605852
"3298",7,"laying","fBodyGyro-mean()-X",-0.953684547692308
"3299",7,"laying","fBodyGyro-mean()-Y",-0.957570207692308
"3300",7,"laying","fBodyGyro-mean()-Z",-0.956905310961538
"3301",7,"laying","fBodyGyro-std()-X",-0.962348254423077
"3302",7,"laying","fBodyGyro-std()-Y",-0.939727873653846
"3303",7,"laying","fBodyGyro-std()-Z",-0.9588764125
"3304",7,"laying","fBodyGyro-meanFreq()-X",-0.139745225083077
"3305",7,"laying","fBodyGyro-meanFreq()-Y",-0.453725644769231
"3306",7,"laying","fBodyGyro-meanFreq()-Z",0.0144682871075
"3307",7,"laying","fBodyAccMag-mean()",-0.927976880634615
"3308",7,"laying","fBodyAccMag-std()",-0.910542462919231
"3309",7,"laying","fBodyAccMag-meanFreq()",-0.129091025169231
"3310",7,"laying","fBodyBodyAccJerkMag-mean()",-0.968066259230769
"3311",7,"laying","fBodyBodyAccJerkMag-std()",-0.965359228076923
"3312",7,"laying","fBodyBodyAccJerkMag-meanFreq()",0.217605286703846
"3313",7,"laying","fBodyBodyGyroMag-mean()",-0.941130719230769
"3314",7,"laying","fBodyBodyGyroMag-std()",-0.918892518653846
"3315",7,"laying","fBodyBodyGyroMag-meanFreq()",-0.265784491092308
"3316",7,"laying","fBodyBodyGyroJerkMag-mean()",-0.974117912115385
"3317",7,"laying","fBodyBodyGyroJerkMag-std()",-0.969403035384615
"3318",7,"laying","fBodyBodyGyroJerkMag-meanFreq()",0.104422952923077
"3319",8,"walking","tBodyAcc-mean()-X",0.27468631
