"","subject","activity","measurement","value"
"461",4,"walking upstairs","tBodyAcc-mean()-X",0.26105522
"462",4,"walking upstairs","tBodyAcc-mean()-X",0.29821999
"463",4,"walking upstairs","tBodyAcc-mean()-X",0.27901789
"464",4,"walking upstairs","tBodyAcc-mean()-X",0.24934673
"465",4,"walking upstairs","tBodyAcc-mean()-X",0.28096328
"466",4,"walking upstairs","tBodyAcc-mean()-X",0.26011522
"467",4,"standing","tBodyAcc-mean()-X",0.36712484
"468",4,"standing","tBodyAcc-mean()-X",0.19050003
"469",4,"standing","tBodyAcc-mean()-X",0.31023328
"470",4,"standing","tBodyAcc-mean()-X",0.29749006
"471",4,"standing","tBodyAcc-mean()-X",0.27799381
"472",4,"standing","tBodyAcc-mean()-X",0.28148819
"473",4,"standing","tBodyAcc-mean()-X",0.27885312
"474",4,"standing","tBodyAcc-mean()-X",0.2854892
"475",4,"standing","tBodyAcc-mean()-X",0.28141963
"476",4,"standing","tBodyAcc-mean()-X",0.27151202
"477",4,"standing","tBodyAcc-mean()-X",0.2701509
"478",4,"standing","tBodyAcc-mean()-X",0.27543487
"479",4,"standing","tBodyAcc-mean()-X",0.27566389
"480",4,"standing","tBodyAcc-mean()-X",0.28341065
"481",4,"standing","tBodyAcc-mean()-X",0.28319449
"482",4,"standing","tBodyAcc-mean()-X",0.27608047
"483",4,"standing","tBodyAcc-mean()-X",0.39858287
"484",4,"standing","tBodyAcc-mean()-X",0.26641823
"485",4,"standing","tBodyAcc-mean()-X",0.28072709
"486",4,"standing","tBodyAcc-mean()-X",0.28124873
"487",4,"standing","tBodyAcc-mean()-X",0.27333711
"488",4,"standing","tBodyAcc-mean()-X",0.27413712
"489",4,"standing","tBodyAcc-mean()-X",0.27753373
"490",4,"standing","tBodyAcc-mean()-X",0.28102791
"491",4,"standing","tBodyAcc-mean()-X",0.28302122
"492",4,"standing","tBodyAcc-mean()-X",0.27710382
"493",4,"standing","tBodyAcc-mean()-X",0.27450554
"494",4,"standing","tBodyAcc-mean()-X",0.27135016
"495",4,"sitting","tBodyAcc-mean()-X",0.079402186
"496",4,"sitting","tBodyAcc-mean()-X",0.28204284
"497",4,"sitting","tBodyAcc-mean()-X",0.28472725
"498",4,"sitting","tBodyAcc-mean()-X",0.27583242
"499",4,"sitting","tBodyAcc-mean()-X",0.27231528
"500",4,"sitting","tBodyAcc-mean()-X",0.27099024
"501",4,"sitting","tBodyAcc-mean()-X",0.2642178
"502",4,"sitting","tBodyAcc-mean()-X",0.26619674
"503",4,"sitting","tBodyAcc-mean()-X",0.28617733
"504",4,"sitting","tBodyAcc-mean()-X",0.28599478
"505",4,"sitting","tBodyAcc-mean()-X",0.26800319
"506",4,"sitting","tBodyAcc-mean()-X",0.27493336
"507",4,"sitting","tBodyAcc-mean()-X",0.27825684
"508",4,"sitting","tBodyAcc-mean()-X",0.27549278
"509",4,"sitting","tBodyAcc-mean()-X",0.27528208
"510",4,"sitting","tBodyAcc-mean()-X",0.31210237
"511",4,"sitting","tBodyAcc-mean()-X",0.27742856
"512",4,"sitting","tBodyAcc-mean()-X",0.27780483
"513",4,"sitting","tBodyAcc-mean()-X",0.27725952
"514",4,"sitting","tBodyAcc-mean()-X",0.2761973
"515",4,"sitting","tBodyAcc-mean()-X",0.27395934
"516",4,"sitting","tBodyAcc-mean()-X",0.26716515
"517",4,"sitting","tBodyAcc-mean()-X",0.26021014
"518",4,"sitting","tBodyAcc-mean()-X",0.27084629
"519",4,"sitting","tBodyAcc-mean()-X",0.2855496
"520",4,"sitting","tBodyAcc-mean()-X",0.28384658
"521",4,"laying","tBodyAcc-mean()-X",-0.27033343
"522",4,"laying","tBodyAcc-mean()-X",0.35770991
"523",4,"laying","tBodyAcc-mean()-X",0.26299648
"524",4,"laying","tBodyAcc-mean()-X",0.25903815
"525",4,"laying","tBodyAcc-mean()-X",0.28407807
"526",4,"laying","tBodyAcc-mean()-X",0.29224468
"527",4,"laying","tBodyAcc-mean()-X",0.28900955
"528",4,"laying","tBodyAcc-mean()-X",0.2807251
"529",4,"laying","tBodyAcc-mean()-X",0.26654807
"530",4,"laying","tBodyAcc-mean()-X",0.25779981
"531",4,"laying","tBodyAcc-mean()-X",0.26238894
"532",4,"laying","tBodyAcc-mean()-X",0.27740118
"533",4,"laying","tBodyAcc-mean()-X",0.061186573
"534",4,"laying","tBodyAcc-mean()-X",0.34391723
"535",4,"laying","tBodyAcc-mean()-X",0.26942456
"536",4,"laying","tBodyAcc-mean()-X",0.27537018
"537",4,"laying","tBodyAcc-mean()-X",0.28422452
"538",4,"laying","tBodyAcc-mean()-X",0.27924636
"539",4,"laying","tBodyAcc-mean()-X",0.27861241
"540",4,"laying","tBodyAcc-mean()-X",0.27367494
"541",4,"laying","tBodyAcc-mean()-X",0.27657213
"542",4,"laying","tBodyAcc-mean()-X",0.27831789
"543",4,"laying","tBodyAcc-mean()-X",0.27248973
"544",4,"laying","tBodyAcc-mean()-X",0.27721839
"545",4,"walking","tBodyAcc-mean()-X",0.29163418
"546",4,"walking","tBodyAcc-mean()-X",0.28512039
"547",4,"walking","tBodyAcc-mean()-X",0.24066899
"548",4,"walking","tBodyAcc-mean()-X",0.30247452
"549",4,"walking","tBodyAcc-mean()-X",0.28243899
"550",4,"walking","tBodyAcc-mean()-X",0.29491553
"551",4,"walking","tBodyAcc-mean()-X",0.2504735
"552",4,"walking","tBodyAcc-mean()-X",0.23922113
"553",4,"walking","tBodyAcc-mean()-X",0.33770701
"554",4,"walking","tBodyAcc-mean()-X",0.26852186
"555",4,"walking","tBodyAcc-mean()-X",0.24843563
"556",4,"walking","tBodyAcc-mean()-X",0.26889439
"557",4,"walking","tBodyAcc-mean()-X",0.30344228
"558",4,"walking","tBodyAcc-mean()-X",0.29192158
"559",4,"walking","tBodyAcc-mean()-X",0.26841076
"560",4,"walking","tBodyAcc-mean()-X",0.30029053
"561",4,"walking","tBodyAcc-mean()-X",0.27454548
"562",4,"walking","tBodyAcc-mean()-X",0.28836911
"563",4,"walking","tBodyAcc-mean()-X",0.26482439
"564",4,"walking","tBodyAcc-mean()-X",0.31564506
"565",4,"walking","tBodyAcc-mean()-X",0.30447714
"566",4,"walking","tBodyAcc-mean()-X",0.20046704
"567",4,"walking","tBodyAcc-mean()-X",0.26030918
"568",4,"walking","tBodyAcc-mean()-X",0.30906248
"569",4,"walking","tBodyAcc-mean()-X",0.30166119
"570",4,"walking","tBodyAcc-mean()-X",0.20956471
"571",4,"walking","tBodyAcc-mean()-X",0.27821911
"572",4,"walking","tBodyAcc-mean()-X",0.32661005
"573",4,"walking","tBodyAcc-mean()-X",0.26980626
"574",4,"walking downstairs","tBodyAcc-mean()-X",0.36400551
"575",4,"walking downstairs","tBodyAcc-mean()-X",0.35510843
"576",4,"walking downstairs","tBodyAcc-mean()-X",0.36403235
"577",4,"walking downstairs","tBodyAcc-mean()-X",0.21899076
"578",4,"walking downstairs","tBodyAcc-mean()-X",0.21748354
"579",4,"walking downstairs","tBodyAcc-mean()-X",0.22571795
"580",4,"walking downstairs","tBodyAcc-mean()-X",0.23403677
"581",4,"walking downstairs","tBodyAcc-mean()-X",0.3708507
"582",4,"walking downstairs","tBodyAcc-mean()-X",0.2586033
"583",4,"walking downstairs","tBodyAcc-mean()-X",0.30990241
"584",4,"walking downstairs","tBodyAcc-mean()-X",0.23899183
"585",4,"walking downstairs","tBodyAcc-mean()-X",0.40689452
"586",4,"walking downstairs","tBodyAcc-mean()-X",0.35804906
"587",4,"walking downstairs","tBodyAcc-mean()-X",0.12166437
"588",4,"walking downstairs","tBodyAcc-mean()-X",0.16016873
"589",4,"walking downstairs","tBodyAcc-mean()-X",0.34577011
"590",4,"walking downstairs","tBodyAcc-mean()-X",0.26170209
"591",4,"walking downstairs","tBodyAcc-mean()-X",0.3789949
"592",4,"walking downstairs","tBodyAcc-mean()-X",0.26937883
"593",4,"walking downstairs","tBodyAcc-mean()-X",0.13771755
"594",4,"walking downstairs","tBodyAcc-mean()-X",0.35522774
"595",4,"walking downstairs","tBodyAcc-mean()-X",0.27377455
"596",4,"walking upstairs","tBodyAcc-mean()-X",0.23644039
"597",4,"walking upstairs","tBodyAcc-mean()-X",0.31364281
"598",4,"walking upstairs","tBodyAcc-mean()-X",0.33823101
"599",4,"walking upstairs","tBodyAcc-mean()-X",0.26722577
"600",4,"walking upstairs","tBodyAcc-mean()-X",0.24148213
"601",4,"walking upstairs","tBodyAcc-mean()-X",0.27492864
"602",4,"walking upstairs","tBodyAcc-mean()-X",0.19479704
"603",4,"walking upstairs","tBodyAcc-mean()-X",0.19108755
"604",4,"walking upstairs","tBodyAcc-mean()-X",0.23864352
"605",4,"walking upstairs","tBodyAcc-mean()-X",0.37661057
"606",4,"walking upstairs","tBodyAcc-mean()-X",0.39366628
"607",4,"walking upstairs","tBodyAcc-mean()-X",0.26265802
"608",4,"walking upstairs","tBodyAcc-mean()-X",0.23088375
"609",4,"walking upstairs","tBodyAcc-mean()-X",0.2957943
"610",4,"walking upstairs","tBodyAcc-mean()-X",0.18529287
"611",4,"walking upstairs","tBodyAcc-mean()-X",0.15940435
"612",4,"walking upstairs","tBodyAcc-mean()-X",0.29807391
"613",4,"walking upstairs","tBodyAcc-mean()-X",0.21463291
"614",4,"walking upstairs","tBodyAcc-mean()-X",0.20637424
"615",4,"walking upstairs","tBodyAcc-mean()-X",0.30506435
"616",4,"walking upstairs","tBodyAcc-mean()-X",0.32496752
"617",4,"walking upstairs","tBodyAcc-mean()-X",0.28750332
"618",4,"walking upstairs","tBodyAcc-mean()-X",0.21894807
"619",4,"walking upstairs","tBodyAcc-mean()-X",0.1791572
"620",9,"standing","tBodyAcc-mean()-X",0.27911531
"621",9,"standing","tBodyAcc-mean()-X",0.28054459
"622",9,"standing","tBodyAcc-mean()-X",0.27220598
"623",9,"standing","tBodyAcc-mean()-X",0.27142722
"624",9,"standing","tBodyAcc-mean()-X",0.28388166
"625",9,"standing","tBodyAcc-mean()-X",0.28114415
"626",9,"standing","tBodyAcc-mean()-X",0.27893183
"627",9,"standing","tBodyAcc-mean()-X",0.27755079
"628",9,"standing","tBodyAcc-mean()-X",0.2738738
"629",9,"standing","tBodyAcc-mean()-X",0.2759053
"630",9,"standing","tBodyAcc-mean()-X",0.30239387
"631",9,"standing","tBodyAcc-mean()-X",0.27010979
"632",9,"standing","tBodyAcc-mean()-X",0.27436017
"633",9,"standing","tBodyAcc-mean()-X",0.27576294
"634",9,"standing","tBodyAcc-mean()-X",0.27633541
"635",9,"standing","tBodyAcc-mean()-X",0.2750132
"636",9,"standing","tBodyAcc-mean()-X",0.27788523
"637",9,"standing","tBodyAcc-mean()-X",0.28287427
"638",9,"standing","tBodyAcc-mean()-X",0.29365488
"639",9,"standing","tBodyAcc-mean()-X",0.28757138
"640",9,"standing","tBodyAcc-mean()-X",0.26459293
"641",9,"standing","tBodyAcc-mean()-X",0.27010488
"642",9,"sitting","tBodyAcc-mean()-X",0.23379765
"643",9,"sitting","tBodyAcc-mean()-X",0.29227472
"644",9,"sitting","tBodyAcc-mean()-X",0.28873745
"645",9,"sitting","tBodyAcc-mean()-X",0.28146396
"646",9,"sitting","tBodyAcc-mean()-X",0.27577107
"647",9,"sitting","tBodyAcc-mean()-X",0.27581207
"648",9,"sitting","tBodyAcc-mean()-X",0.28033541
"649",9,"sitting","tBodyAcc-mean()-X",0.27949435
"650",9,"sitting","tBodyAcc-mean()-X",0.2758823
"651",9,"sitting","tBodyAcc-mean()-X",0.27659813
"652",9,"sitting","tBodyAcc-mean()-X",0.27869959
"653",9,"sitting","tBodyAcc-mean()-X",0.23968895
"654",9,"sitting","tBodyAcc-mean()-X",0.30353079
"655",9,"sitting","tBodyAcc-mean()-X",0.27393338
"656",9,"sitting","tBodyAcc-mean()-X",0.27545496
"657",9,"sitting","tBodyAcc-mean()-X",0.27922977
"658",9,"sitting","tBodyAcc-mean()-X",0.28152183
"659",9,"sitting","tBodyAcc-mean()-X",0.27710335
"660",9,"sitting","tBodyAcc-mean()-X",0.26872938
"661",9,"sitting","tBodyAcc-mean()-X",0.27550916
"662",9,"sitting","tBodyAcc-mean()-X",0.28086926
"663",9,"sitting","tBodyAcc-mean()-X",0.27962823
"664",9,"sitting","tBodyAcc-mean()-X",0.27731027
"665",9,"sitting","tBodyAcc-mean()-X",0.27669713
"666",9,"sitting","tBodyAcc-mean()-X",0.27757833
"667",9,"laying","tBodyAcc-mean()-X",-0.41627026
"668",9,"laying","tBodyAcc-mean()-X",0.39232475
"669",9,"laying","tBodyAcc-mean()-X",0.2586773
"670",9,"laying","tBodyAcc-mean()-X",0.2060255
"671",9,"laying","tBodyAcc-mean()-X",0.17617081
"672",9,"laying","tBodyAcc-mean()-X",0.22729781
"673",9,"laying","tBodyAcc-mean()-X",0.29116623
"674",9,"laying","tBodyAcc-mean()-X",0.27181137
"675",9,"laying","tBodyAcc-mean()-X",0.27523237
"676",9,"laying","tBodyAcc-mean()-X",0.28351827
"677",9,"laying","tBodyAcc-mean()-X",0.28838273
"678",9,"laying","tBodyAcc-mean()-X",0.29275667
"679",9,"laying","tBodyAcc-mean()-X",0.11384184
"680",9,"laying","tBodyAcc-mean()-X",0.21684883
"681",9,"laying","tBodyAcc-mean()-X",0.27161479
"682",9,"laying","tBodyAcc-mean()-X",0.28402103
"683",9,"laying","tBodyAcc-mean()-X",0.28598248
"684",9,"laying","tBodyAcc-mean()-X",0.31987501
"685",9,"laying","tBodyAcc-mean()-X",0.29583035
"686",9,"laying","tBodyAcc-mean()-X",0.25230455
"687",9,"laying","tBodyAcc-mean()-X",0.2705239
"688",9,"laying","tBodyAcc-mean()-X",0.22404196
"689",9,"laying","tBodyAcc-mean()-X",0.2538937
"690",9,"laying","tBodyAcc-mean()-X",0.28716162
"691",9,"walking","tBodyAcc-mean()-X",0.25692753
"692",9,"walking","tBodyAcc-mean()-X",0.29299566
"693",9,"walking","tBodyAcc-mean()-X",0.31213933
"694",9,"walking","tBodyAcc-mean()-X",0.28917278
"695",9,"walking","tBodyAcc-mean()-X",0.24773273
"696",9,"walking","tBodyAcc-mean()-X",0.30160727
"697",9,"walking","tBodyAcc-mean()-X",0.25926263
"698",9,"walking","tBodyAcc-mean()-X",0.24894921
"699",9,"walking","tBodyAcc-mean()-X",0.30394848
"700",9,"walking","tBodyAcc-mean()-X",0.30218429
"701",9,"walking","tBodyAcc-mean()-X",0.22433029
"702",9,"walking","tBodyAcc-mean()-X",0.32201286
"703",9,"walking","tBodyAcc-mean()-X",0.27249121
"704",9,"walking","tBodyAcc-mean()-X",0.18843063
"705",9,"walking","tBodyAcc-mean()-X",0.26826709
"706",9,"walking","tBodyAcc-mean()-X",0.30712254
"707",9,"walking","tBodyAcc-mean()-X",0.24244829
"708",9,"walking","tBodyAcc-mean()-X",0.27162533
"709",9,"walking","tBodyAcc-mean()-X",0.28905111
"710",9,"walking","tBodyAcc-mean()-X",0.28784425
"711",9,"walking","tBodyAcc-mean()-X",0.28140199
"712",9,"walking","tBodyAcc-mean()-X",0.28188088
"713",9,"walking","tBodyAcc-mean()-X",0.27321363
"714",9,"walking","tBodyAcc-mean()-X",0.31520113
"715",9,"walking","tBodyAcc-mean()-X",0.23387284
"716",9,"walking","tBodyAcc-mean()-X",0.2954706
"717",9,"walking downstairs","tBodyAcc-mean()-X",0.36489804
"718",9,"walking downstairs","tBodyAcc-mean()-X",0.34847866
"719",9,"walking downstairs","tBodyAcc-mean()-X",0.36589969
"720",9,"walking downstairs","tBodyAcc-mean()-X",0.40022209
"721",9,"walking downstairs","tBodyAcc-mean()-X",0.14197324
"722",9,"walking downstairs","tBodyAcc-mean()-X",0.24738527
"723",9,"walking downstairs","tBodyAcc-mean()-X",0.40989893
"724",9,"walking upstairs","tBodyAcc-mean()-X",0.19583759
"725",9,"walking upstairs","tBodyAcc-mean()-X",0.26206247
"726",9,"walking upstairs","tBodyAcc-mean()-X",0.3381516
"727",9,"walking upstairs","tBodyAcc-mean()-X",0.168419
"728",9,"walking upstairs","tBodyAcc-mean()-X",0.27431063
"729",9,"walking upstairs","tBodyAcc-mean()-X",0.17677724
"730",9,"walking upstairs","tBodyAcc-mean()-X",0.35711293
"731",9,"walking upstairs","tBodyAcc-mean()-X",0.33710384
"732",9,"walking upstairs","tBodyAcc-mean()-X",0.26991783
"733",9,"walking upstairs","tBodyAcc-mean()-X",0.21699256
"734",9,"walking downstairs","tBodyAcc-mean()-X",0.20981027
"735",9,"walking downstairs","tBodyAcc-mean()-X",0.26933255
"736",9,"walking downstairs","tBodyAcc-mean()-X",0.23763448
"737",9,"walking downstairs","tBodyAcc-mean()-X",0.31530699
"738",9,"walking downstairs","tBodyAcc-mean()-X",0.32082322
"739",9,"walking downstairs","tBodyAcc-mean()-X",0.20254711
"740",9,"walking upstairs","tBodyAcc-mean()-X",0.2662233
"741",9,"walking upstairs","tBodyAcc-mean()-X",0.27341427
"742",9,"walking upstairs","tBodyAcc-mean()-X",0.1816777
"743",9,"walking upstairs","tBodyAcc-mean()-X",0.25522432
"744",9,"walking upstairs","tBodyAcc-mean()-X",0.30273179
"745",9,"walking upstairs","tBodyAcc-mean()-X",0.26716465
"746",9,"walking upstairs","tBodyAcc-mean()-X",0.35102469
"747",9,"walking upstairs","tBodyAcc-mean()-X",0.32179632
"748",9,"walking downstairs","tBodyAcc-mean()-X",0.20625869
"749",9,"walking downstairs","tBodyAcc-mean()-X",0.41817187
"750",9,"walking downstairs","tBodyAcc-mean()-X",0.31846146
"751",9,"walking downstairs","tBodyAcc-mean()-X",0.21823699
"752",9,"walking downstairs","tBodyAcc-mean()-X",0.31554245
"753",9,"walking downstairs","tBodyAcc-mean()-X",0.27064646
"754",9,"walking downstairs","tBodyAcc-mean()-X",0.21349459
"755",9,"walking downstairs","tBodyAcc-mean()-X",0.24156215
"756",9,"walking upstairs","tBodyAcc-mean()-X",0.24835171
"757",9,"walking upstairs","tBodyAcc-mean()-X",0.16453897
"758",9,"walking upstairs","tBodyAcc-mean()-X",0.27160132
"759",9,"walking upstairs","tBodyAcc-mean()-X",0.33131531
"760",9,"walking upstairs","tBodyAcc-mean()-X",0.25539558
"761",9,"walking upstairs","tBodyAcc-mean()-X",0.23285205
"762",9,"walking upstairs","tBodyAcc-mean()-X",0.24507655
"763",9,"walking upstairs","tBodyAcc-mean()-X",0.25875116
"764",9,"standing","tBodyAcc-mean()-X",0.36449617
"765",9,"standing","tBodyAcc-mean()-X",0.33735306
"766",9,"standing","tBodyAcc-mean()-X",0.27931922
"767",9,"standing","tBodyAcc-mean()-X",0.27942081
"768",9,"standing","tBodyAcc-mean()-X",0.28407605
"769",9,"standing","tBodyAcc-mean()-X",0.2752313
"770",9,"standing","tBodyAcc-mean()-X",0.27803976
"771",9,"standing","tBodyAcc-mean()-X",0.28060378
"772",9,"standing","tBodyAcc-mean()-X",0.27762148
"773",9,"standing","tBodyAcc-mean()-X",0.28032203
"774",9,"standing","tBodyAcc-mean()-X",0.27939393
"775",9,"standing","tBodyAcc-mean()-X",0.31374035
"776",9,"standing","tBodyAcc-mean()-X",0.2837899
"777",9,"standing","tBodyAcc-mean()-X",0.27358289
"778",9,"standing","tBodyAcc-mean()-X",0.27717388
"779",9,"standing","tBodyAcc-mean()-X",0.27791609
"780",9,"standing","tBodyAcc-mean()-X",0.27664935
"781",9,"standing","tBodyAcc-mean()-X",0.27448387
"782",9,"standing","tBodyAcc-mean()-X",0.27739146
"783",9,"standing","tBodyAcc-mean()-X",0.28022118
"784",9,"standing","tBodyAcc-mean()-X",0.27779122
"785",9,"standing","tBodyAcc-mean()-X",0.27420758
"786",9,"standing","tBodyAcc-mean()-X",0.27588764
"787",9,"sitting","tBodyAcc-mean()-X",0.29722137
"788",9,"sitting","tBodyAcc-mean()-X",0.26525873
"789",9,"sitting","tBodyAcc-mean()-X",0.27942699
"790",9,"sitting","tBodyAcc-mean()-X",0.16241983
"791",9,"sitting","tBodyAcc-mean()-X",0.22108157
"792",9,"sitting","tBodyAcc-mean()-X",0.044666967
"793",9,"sitting","tBodyAcc-mean()-X",-0.32564743
"794",9,"sitting","tBodyAcc-mean()-X",-0.07295394
"795",9,"sitting","tBodyAcc-mean()-X",0.2566248
"796",9,"sitting","tBodyAcc-mean()-X",0.29927163
"797",9,"sitting","tBodyAcc-mean()-X",0.27390768
"798",9,"sitting","tBodyAcc-mean()-X",0.2470322
"799",9,"sitting","tBodyAcc-mean()-X",0.19736477
"800",9,"sitting","tBodyAcc-mean()-X",0.29099603
"801",9,"sitting","tBodyAcc-mean()-X",0.28461038
"802",9,"sitting","tBodyAcc-mean()-X",0.27716626
"803",9,"sitting","tBodyAcc-mean()-X",0.27829848
"804",9,"sitting","tBodyAcc-mean()-X",0.27792071
"805",9,"sitting","tBodyAcc-mean()-X",0.27739362
"806",9,"sitting","tBodyAcc-mean()-X",0.27816319
"807",9,"sitting","tBodyAcc-mean()-X",0.28148965
"808",9,"sitting","tBodyAcc-mean()-X",0.28176224
"809",9,"sitting","tBodyAcc-mean()-X",0.27804236
"810",9,"sitting","tBodyAcc-mean()-X",0.27888651
"811",9,"sitting","tBodyAcc-mean()-X",0.28028109
"812",9,"laying","tBodyAcc-mean()-X",0.33925793
"813",9,"laying","tBodyAcc-mean()-X",0.28133331
"814",9,"laying","tBodyAcc-mean()-X",0.27961772
"815",9,"laying","tBodyAcc-mean()-X",0.2882513
"816",9,"laying","tBodyAcc-mean()-X",0.29935795
"817",9,"laying","tBodyAcc-mean()-X",0.24983908
"818",9,"laying","tBodyAcc-mean()-X",0.20564028
"819",9,"laying","tBodyAcc-mean()-X",0.24104873
"820",9,"laying","tBodyAcc-mean()-X",0.28539083
"821",9,"laying","tBodyAcc-mean()-X",0.29246732
"822",9,"laying","tBodyAcc-mean()-X",0.27243467
"823",9,"laying","tBodyAcc-mean()-X",0.3846767
"824",9,"laying","tBodyAcc-mean()-X",0.28644831
"825",9,"laying","tBodyAcc-mean()-X",0.27512144
"826",9,"laying","tBodyAcc-mean()-X",0.3067897
"827",9,"laying","tBodyAcc-mean()-X",0.25654019
"828",9,"laying","tBodyAcc-mean()-X",0.17910207
"829",9,"laying","tBodyAcc-mean()-X",0.25972893
"830",9,"laying","tBodyAcc-mean()-X",0.3108311
"831",9,"laying","tBodyAcc-mean()-X",0.28298013
"832",9,"laying","tBodyAcc-mean()-X",0.28915917
"833",9,"laying","tBodyAcc-mean()-X",0.28480254
"834",9,"laying","tBodyAcc-mean()-X",0.27151047
"835",9,"laying","tBodyAcc-mean()-X",0.27925753
"836",9,"laying","tBodyAcc-mean()-X",0.32191391
"837",9,"laying","tBodyAcc-mean()-X",0.31324192
"838",9,"walking","tBodyAcc-mean()-X",0.25039932
"839",9,"walking","tBodyAcc-mean()-X",0.30417525
"840",9,"walking","tBodyAcc-mean()-X",0.24075146
"841",9,"walking","tBodyAcc-mean()-X",0.26651943
"842",9,"walking","tBodyAcc-mean()-X",0.30640043
"843",9,"walking","tBodyAcc-mean()-X",0.28649128
"844",9,"walking","tBodyAcc-mean()-X",0.24501185
"845",9,"walking","tBodyAcc-mean()-X",0.30753556
"846",9,"walking","tBodyAcc-mean()-X",0.2693514
"847",9,"walking","tBodyAcc-mean()-X",0.28546079
"848",9,"walking","tBodyAcc-mean()-X",0.24849182
"849",9,"walking","tBodyAcc-mean()-X",0.24335703
"850",9,"walking","tBodyAcc-mean()-X",0.33053958
"851",9,"walking","tBodyAcc-mean()-X",0.34438843
"852",9,"walking","tBodyAcc-mean()-X",0.29569664
"853",9,"walking","tBodyAcc-mean()-X",0.27025554
"854",9,"walking","tBodyAcc-mean()-X",0.26917577
"855",9,"walking","tBodyAcc-mean()-X",0.28272604
"856",9,"walking","tBodyAcc-mean()-X",0.30996924
"857",9,"walking","tBodyAcc-mean()-X",0.22590698
"858",9,"walking","tBodyAcc-mean()-X",0.30352057
"859",9,"walking","tBodyAcc-mean()-X",0.24491429
"860",9,"walking","tBodyAcc-mean()-X",0.29234553
"861",9,"walking","tBodyAcc-mean()-X",0.27462142
"862",9,"walking","tBodyAcc-mean()-X",0.26097705
"863",9,"walking","tBodyAcc-mean()-X",0.35358051
"864",9,"walking downstairs","tBodyAcc-mean()-X",0.38533814
"865",9,"walking downstairs","tBodyAcc-mean()-X",0.32900663
"866",9,"walking downstairs","tBodyAcc-mean()-X",0.14146674
"867",9,"walking downstairs","tBodyAcc-mean()-X",0.34072802
"868",9,"walking downstairs","tBodyAcc-mean()-X",0.3761998
"869",9,"walking downstairs","tBodyAcc-mean()-X",0.17462376
"870",9,"walking downstairs","tBodyAcc-mean()-X",0.34197761
"871",9,"walking downstairs","tBodyAcc-mean()-X",0.37950054
"872",9,"walking downstairs","tBodyAcc-mean()-X",0.2967205
"873",9,"walking downstairs","tBodyAcc-mean()-X",0.18015059
"874",9,"walking downstairs","tBodyAcc-mean()-X",0.30884789
"875",9,"walking downstairs","tBodyAcc-mean()-X",0.20413138
"876",9,"walking downstairs","tBodyAcc-mean()-X",0.43921224
"877",9,"walking downstairs","tBodyAcc-mean()-X",0.32998193
"878",9,"walking upstairs","tBodyAcc-mean()-X",0.23532165
"879",9,"walking upstairs","tBodyAcc-mean()-X",0.20371726
"880",9,"walking upstairs","tBodyAcc-mean()-X",0.26284629
"881",9,"walking upstairs","tBodyAcc-mean()-X",0.27582235
"882",9,"walking upstairs","tBodyAcc-mean()-X",0.258736
"883",9,"walking upstairs","tBodyAcc-mean()-X",0.26184945
"884",9,"walking upstairs","tBodyAcc-mean()-X",0.27094704
"885",9,"walking upstairs","tBodyAcc-mean()-X",0.30938415
"886",9,"walking upstairs","tBodyAcc-mean()-X",0.11450563
"887",9,"walking upstairs","tBodyAcc-mean()-X",0.17564039
"888",9,"walking upstairs","tBodyAcc-mean()-X",0.2999149
"889",9,"walking upstairs","tBodyAcc-mean()-X",0.21373692
"890",9,"walking upstairs","tBodyAcc-mean()-X",0.22278073
"891",9,"walking upstairs","tBodyAcc-mean()-X",0.37043267
"892",9,"walking upstairs","tBodyAcc-mean()-X",0.41153032
"893",9,"walking upstairs","tBodyAcc-mean()-X",0.21338314
"894",9,"walking upstairs","tBodyAcc-mean()-X",0.18948124
"895",9,"walking upstairs","tBodyAcc-mean()-X",0.32483554
"896",9,"walking upstairs","tBodyAcc-mean()-X",0.26179698
"897",9,"walking upstairs","tBodyAcc-mean()-X",0.23571343
"898",9,"walking upstairs","tBodyAcc-mean()-X",0.32206355
"899",9,"walking upstairs","tBodyAcc-mean()-X",0.31997802
"900",9,"walking upstairs","tBodyAcc-mean()-X",0.28114428
"901",9,"walking downstairs","tBodyAcc-mean()-X",0.42038362
"902",9,"walking downstairs","tBodyAcc-mean()-X",0.38995098
"903",9,"walking downstairs","tBodyAcc-mean()-X",0.16764246
"904",9,"walking downstairs","tBodyAcc-mean()-X",0.39251918
"905",9,"walking downstairs","tBodyAcc-mean()-X",0.39960813
"906",9,"walking downstairs","tBodyAcc-mean()-X",0.10024099
"907",9,"walking downstairs","tBodyAcc-mean()-X",0.29396836
"908",10,"standing","tBodyAcc-mean()-X",0.29510434
"909",10,"standing","tBodyAcc-mean()-X",0.27961678
"910",10,"standing","tBodyAcc-mean()-X",0.27698005
"911",10,"standing","tBodyAcc-mean()-X",0.28025154
"912",10,"standing","tBodyAcc-mean()-X",0.27716063
"913",10,"standing","tBodyAcc-mean()-X",0.27753135
"914",10,"standing","tBodyAcc-mean()-X",0.27839931
"915",10,"standing","tBodyAcc-mean()-X",0.28001981
"916",10,"standing","tBodyAcc-mean()-X",0.27667475
"917",10,"standing","tBodyAcc-mean()-X",0.27398109
"918",10,"standing","tBodyAcc-mean()-X",0.27573119
"919",10,"standing","tBodyAcc-mean()-X",0.27561892
